a_name,b_name,count,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,13641639,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,WB_696_PUBLIC_SECTOR_MANAGEMENT,11120685,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,USPEC_POLICY1,25891949,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,WB_832_ANTI_CORRUPTION,9072187,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,WB_694_BROADCAST_AND_MEDIA,10764268,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,KILL,12984182,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,MANMADE_DISASTER_IMPLIED,15055135,,,,,,,,,,,,,,,,,,,,
EDUCATION,GENERAL_GOVERNMENT,13990945,,,,,,,,,,,,,,,,,,,,
WB_2433_CONFLICT_AND_VIOLENCE,WB_678_DIGITAL_GOVERNMENT,8146843,,,,,,,,,,,,,,,,,,,,
WB_2433_CONFLICT_AND_VIOLENCE,WB_840_JUSTICE,8091919,,,,,,,,,,,,,,,,,,,,
WB_2433_CONFLICT_AND_VIOLENCE,WB_831_GOVERNANCE,7777007,,,,,,,,,,,,,,,,,,,,
WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,WB_2433_CONFLICT_AND_VIOLENCE,91450,,,,,,,,,,,,,,,,,,,,
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_2433_CONFLICT_AND_VIOLENCE,8146842,,,,,,,,,,,,,,,,,,,,
WB_2433_CONFLICT_AND_VIOLENCE,WB_696_PUBLIC_SECTOR_MANAGEMENT,15050355,,,,,,,,,,,,,,,,,,,,
USPEC_POLICY1,WB_2433_CONFLICT_AND_VIOLENCE,11222522,,,,,,,,,,,,,,,,,,,,
WB_2433_CONFLICT_AND_VIOLENCE,WB_832_ANTI_CORRUPTION,7096444,,,,,,,,,,,,,,,,,,,,
WB_2433_CONFLICT_AND_VIOLENCE,WB_694_BROADCAST_AND_MEDIA,7067586,,,,,,,,,,,,,,,,,,,,
KILL,WB_2433_CONFLICT_AND_VIOLENCE,12591542,,,,,,,,,,,,,,,,,,,,
MANMADE_DISASTER_IMPLIED,WB_2433_CONFLICT_AND_VIOLENCE,12219004,,,,,,,,,,,,,,,,,,,,
WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,WB_2433_CONFLICT_AND_VIOLENCE,9708063,,,,,,,,,,,,,,,,,,,,
WB_678_DIGITAL_GOVERNMENT,WB_840_JUSTICE,7649916,,,,,,,,,,,,,,,,,,,,
WB_678_DIGITAL_GOVERNMENT,WB_831_GOVERNANCE,7756717,,,,,,,,,,,,,,,,,,,,
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_678_DIGITAL_GOVERNMENT,287969,,,,,,,,,,,,,,,,,,,,
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_678_DIGITAL_GOVERNMENT,12578327,,,,,,,,,,,,,,,,,,,,
WB_678_DIGITAL_GOVERNMENT,WB_696_PUBLIC_SECTOR_MANAGEMENT,14819371,,,,,,,,,,,,,,,,,,,,
USPEC_POLICY1,WB_678_DIGITAL_GOVERNMENT,13954194,,,,,,,,,,,,,,,,,,,,
WB_678_DIGITAL_GOVERNMENT,WB_832_ANTI_CORRUPTION,6915795,,,,,,,,,,,,,,,,,,,,
WB_678_DIGITAL_GOVERNMENT,WB_694_BROADCAST_AND_MEDIA,9985575,,,,,,,,,,,,,,,,,,,,
KILL,WB_678_DIGITAL_GOVERNMENT,8731958,,,,,,,,,,,,,,,,,,,,
MANMADE_DISASTER_IMPLIED,WB_678_DIGITAL_GOVERNMENT,10593885,,,,,,,,,,,,,,,,,,,,
EDUCATION,WB_678_DIGITAL_GOVERNMENT,10094900,,,,,,,,,,,,,,,,,,,,
WB_1014_CRIMINAL_JUSTICE,WB_831_GOVERNANCE,15917358,,,,,,,,,,,,,,,,,,,,
WB_1014_CRIMINAL_JUSTICE,WB_696_PUBLIC_SECTOR_MANAGEMENT,148330,,,,,,,,,,,,,,,,,,,,
WB_1014_CRIMINAL_JUSTICE,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,7959109,,,,,,,,,,,,,,,,,,,,
WB_1014_CRIMINAL_JUSTICE,WB_696_PUBLIC_SECTOR_MANAGEMENT,25244641,,,,,,,,,,,,,,,,,,,,
WB_1014_CRIMINAL_JUSTICE,WB_696_PUBLIC_SECTOR_MANAGEMENT,7103745,,,,,,,,,,,,,,,,,,,,
WB_1014_CRIMINAL_JUSTICE,WB_832_ANTI_CORRUPTION,15635635,,,,,,,,,,,,,,,,,,,,
WB_1014_CRIMINAL_JUSTICE,WB_694_BROADCAST_AND_MEDIA,6272287,,,,,,,,,,,,,,,,,,,,
WB_1014_CRIMINAL_JUSTICE,WB_696_PUBLIC_SECTOR_MANAGEMENT,8787871,,,,,,,,,,,,,,,,,,,,
WB_1014_CRIMINAL_JUSTICE,WB_696_PUBLIC_SECTOR_MANAGEMENT,8508169,,,,,,,,,,,,,,,,,,,,
WB_1014_CRIMINAL_JUSTICE,WB_696_PUBLIC_SECTOR_MANAGEMENT,6281528,,,,,,,,,,,,,,,,,,,,
WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_831_GOVERNANCE,145668,,,,,,,,,,,,,,,,,,,,
WB_2024_ANTI_CORRUPTION_AUTHORITIES,WB_678_DIGITAL_GOVERNMENT,6032384,,,,,,,,,,,,,,,,,,,,
WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_831_GOVERNANCE,25691224,,,,,,,,,,,,,,,,,,,,
WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_831_GOVERNANCE,7431324,,,,,,,,,,,,,,,,,,,,
WB_831_GOVERNANCE,WB_832_ANTI_CORRUPTION,21220565,,,,,,,,,,,,,,,,,,,,
WB_2024_ANTI_CORRUPTION_AUTHORITIES,WB_694_BROADCAST_AND_MEDIA,4949682,,,,,,,,,,,,,,,,,,,,
WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_831_GOVERNANCE,7676591,,,,,,,,,,,,,,,,,,,,
WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_831_GOVERNANCE,7721717,,,,,,,,,,,,,,,,,,,,
WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_831_GOVERNANCE,6512980,,,,,,,,,,,,,,,,,,,,
TAX_FNCACT_HACKERS,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,322384,,,,,,,,,,,,,,,,,,,,
TAX_FNCACT_HACKERS,WB_696_PUBLIC_SECTOR_MANAGEMENT,275871,,,,,,,,,,,,,,,,,,,,
TAX_FNCACT_HACKERS,USPEC_POLICY1,219800,,,,,,,,,,,,,,,,,,,,
TAX_FNCACT_HACKERS,WB_696_PUBLIC_SECTOR_MANAGEMENT,154103,,,,,,,,,,,,,,,,,,,,
TAX_FNCACT_HACKERS,WB_694_BROADCAST_AND_MEDIA,153077,,,,,,,,,,,,,,,,,,,,
CYBER_ATTACK,KILL,121980,,,,,,,,,,,,,,,,,,,,
CYBER_ATTACK,MANMADE_DISASTER_IMPLIED,147120,,,,,,,,,,,,,,,,,,,,
CYBER_ATTACK,EDUCATION,135361,,,,,,,,,,,,,,,,,,,,
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_696_PUBLIC_SECTOR_MANAGEMENT,15513520,,,,,,,,,,,,,,,,,,,,
USPEC_POLICY1,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,14763252,,,,,,,,,,,,,,,,,,,,
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_832_ANTI_CORRUPTION,7228912,,,,,,,,,,,,,,,,,,,,
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_694_BROADCAST_AND_MEDIA,10002772,,,,,,,,,,,,,,,,,,,,
KILL,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,8731957,,,,,,,,,,,,,,,,,,,,
MANMADE_DISASTER_IMPLIED,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,10593879,,,,,,,,,,,,,,,,,,,,
EDUCATION,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,10094894,,,,,,,,,,,,,,,,,,,,
USPEC_POLICY1,WB_696_PUBLIC_SECTOR_MANAGEMENT,21876443,,,,,,,,,,,,,,,,,,,,
WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_832_ANTI_CORRUPTION,23103746,,,,,,,,,,,,,,,,,,,,
WB_694_BROADCAST_AND_MEDIA,WB_696_PUBLIC_SECTOR_MANAGEMENT,12149123,,,,,,,,,,,,,,,,,,,,
KILL,WB_696_PUBLIC_SECTOR_MANAGEMENT,15338462,,,,,,,,,,,,,,,,,,,,
MANMADE_DISASTER_IMPLIED,WB_696_PUBLIC_SECTOR_MANAGEMENT,17645461,,,,,,,,,,,,,,,,,,,,
EDUCATION,WB_696_PUBLIC_SECTOR_MANAGEMENT,16293689,,,,,,,,,,,,,,,,,,,,
USPEC_POLICY1,WB_832_ANTI_CORRUPTION,8852792,,,,,,,,,,,,,,,,,,,,
USPEC_POLICY1,WB_694_BROADCAST_AND_MEDIA,11092844,,,,,,,,,,,,,,,,,,,,
KILL,USPEC_POLICY1,9505516,,,,,,,,,,,,,,,,,,,,
MANMADE_DISASTER_IMPLIED,USPEC_POLICY1,13539306,,,,,,,,,,,,,,,,,,,,
EDUCATION,USPEC_POLICY1,14834119,,,,,,,,,,,,,,,,,,,,
WB_2024_ANTI_CORRUPTION_AUTHORITIES,WB_694_BROADCAST_AND_MEDIA,4949682,,,,,,,,,,,,,,,,,,,,
WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_831_GOVERNANCE,7070775,,,,,,,,,,,,,,,,,,,,
WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_831_GOVERNANCE,7117195,,,,,,,,,,,,,,,,,,,,
WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_831_GOVERNANCE,5624709,,,,,,,,,,,,,,,,,,,,
KILL,WB_694_BROADCAST_AND_MEDIA,7654028,,,,,,,,,,,,,,,,,,,,
MANMADE_DISASTER_IMPLIED,WB_694_BROADCAST_AND_MEDIA,9100292,,,,,,,,,,,,,,,,,,,,
EDUCATION,WB_694_BROADCAST_AND_MEDIA,8566794,,,,,,,,,,,,,,,,,,,,
KILL,MANMADE_DISASTER_IMPLIED,18544828,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,EDUCATION,10854875,,,,,,,,,,,,,,,,,,,,
EDUCATION,MANMADE_DISASTER_IMPLIED,14601223,,,,,,,,,,,,,,,,,,,,
